OrganizationIdentifier,OrganizationFormalName,ActivityIdentifier,ActivityTypeCode,ActivityMediaName,ActivityMediaSubdivisionName,ActivityStartDate,ActivityStartTime/Time,ActivityStartTime/TimeZoneCode,ActivityEndDate,ActivityEndTime/Time,ActivityEndTime/TimeZoneCode,ActivityDepthHeightMeasure/MeasureValue,ActivityDepthHeightMeasure/MeasureUnitCode,ActivityDepthAltitudeReferencePointText,ActivityTopDepthHeightMeasure/MeasureValue,ActivityTopDepthHeightMeasure/MeasureUnitCode,ActivityBottomDepthHeightMeasure/MeasureValue,ActivityBottomDepthHeightMeasure/MeasureUnitCode,ProjectIdentifier,ActivityConductingOrganizationText,MonitoringLocationIdentifier,ActivityCommentText,SampleAquifer,HydrologicCondition,HydrologicEvent,SampleCollectionMethod/MethodIdentifier,SampleCollectionMethod/MethodIdentifierContext,SampleCollectionMethod/MethodName,SampleCollectionEquipmentName,ResultDetectionConditionText,CharacteristicName,ResultSampleFractionText,ResultMeasureValue,ResultMeasure/MeasureUnitCode,MeasureQualifierCode,ResultStatusIdentifier,StatisticalBaseCode,ResultValueTypeName,ResultWeightBasisText,ResultTimeBasisText,ResultTemperatureBasisText,ResultParticleSizeBasisText,PrecisionValue,ResultCommentText,USGSPCode,ResultDepthHeightMeasure/MeasureValue,ResultDepthHeightMeasure/MeasureUnitCode,ResultDepthAltitudeReferencePointText,SubjectTaxonomicName,SampleTissueAnatomyName,ResultAnalyticalMethod/MethodIdentifier,ResultAnalyticalMethod/MethodIdentifierContext,ResultAnalyticalMethod/MethodName,MethodDescriptionText,LaboratoryName,AnalysisStartDate,ResultLaboratoryCommentText,DetectionQuantitationLimitTypeName,DetectionQuantitationLimitMeasure/MeasureValue,DetectionQuantitationLimitMeasure/MeasureUnitCode,PreparationStartDate,ProviderName
21FLWQSP_WQX,"FDEP, Water Quality Standards and Special Projects (Florida)",21FLWQSP_WQX-CHIPOLA REF-10/25/23,Sample-Routine,Water,Surface Water,2023-10-25,10:40:00,EST,2023-10-25,10:40:00,EST,.1,m,,,,,,SCIREF,FDEP WATER QUALITY STANDARDS PROGRAM,21FLWQSP_WQX-31020012,,,,,Direct Grab,21FLWQSP_WQX,Direct Grab,Water Bottle,,Carfentrazone-ethyl,Total,0.16,ng/L,,Final,,Actual,,,,,,**U**MS accuracy for some parameters not assessed due to high content of these parameters in the sample spiked.  Refer to the Lab Analysis Report for an explanation of QC Codes.,,,,,,,EPA 8270,21FLWQSP_WQX,EPA 8270,,E31780,2023-11-02,,Practical Quantitation Limit,.81,ng/L,,STORET
21FLWQSP_WQX,"FDEP, Water Quality Standards and Special Projects (Florida)",21FLWQSP_WQX-CHIPOLA REF-10/25/23,Sample-Routine,Water,Surface Water,2023-10-25,10:40:00,EST,2023-10-25,10:40:00,EST,.1,m,,,,,,SCIREF,FDEP WATER QUALITY STANDARDS PROGRAM,21FLWQSP_WQX-31020012,,,,,Direct Grab,21FLWQSP_WQX,Direct Grab,Water Bottle,,Butylate,Total,0.48,ng/L,,Final,,Actual,,,,,,**U**MS accuracy for some parameters not assessed due to high content of these parameters in the sample spiked.  Refer to the Lab Analysis Report for an explanation of QC Codes.,,,,,,,EPA 8270,21FLWQSP_WQX,EPA 8270,,E31780,2023-11-02,,Practical Quantitation Limit,2.4,ng/L,,STORET
21FLWQSP_WQX,"FDEP, Water Quality Standards and Special Projects (Florida)",21FLWQSP_WQX-CHIPOLA REF-10/25/23,Sample-Routine,Water,Surface Water,2023-10-25,10:40:00,EST,2023-10-25,10:40:00,EST,.1,m,,,,,,SCIREF,FDEP WATER QUALITY STANDARDS PROGRAM,21FLWQSP_WQX-31020012,,,,,Direct Grab,21FLWQSP_WQX,Direct Grab,Water Bottle,,HF183 DNA marker,Total,830,tsc/100mL,,Final,,Actual,,,,,,**U**,,,,,,,PCR-1.0,21FLWQSP_WQX,PCR-1.0,,E31780,2023-11-16,,Practical Quantitation Limit,4100,tsc/100mL,,STORET
21FLWQSP_WQX,"FDEP, Water Quality Standards and Special Projects (Florida)",21FLWQSP_WQX-CHIPOLA REF-10/25/23,Sample-Routine,Water,Surface Water,2023-10-25,10:40:00,EST,2023-10-25,10:40:00,EST,.1,m,,,,,,SCIREF,FDEP WATER QUALITY STANDARDS PROGRAM,21FLWQSP_WQX-31020012,,,,,Direct Grab,21FLWQSP_WQX,Direct Grab,Water Bottle,,Antimony,Total,0.05,ug/L,,Final,,Actual,,,,,,**U**,,,,,,,200.8,USEPA,200.8 ~ EPA; Metals in Waters by ICP/MS,https://www.nemi.gov/methods/method_summary/4665/,E31780,2023-11-01,,Practical Quantitation Limit,.2,ug/L,,STORET
21FLWQSP_WQX,"FDEP, Water Quality Standards and Special Projects (Florida)",21FLWQSP_WQX-CHIPOLA REF-10/25/23,Sample-Routine,Water,Surface Water,2023-10-25,10:40:00,EST,2023-10-25,10:40:00,EST,.1,m,,,,,,SCIREF,FDEP WATER QUALITY STANDARDS PROGRAM,21FLWQSP_WQX-31020012,,,,,Direct Grab,21FLWQSP_WQX,Direct Grab,Water Bottle,,Mecoprop,Total,0.002,ug/L,,Final,,Actual,,,,,,**U**,,,,,,,8321,USEPA,Non-Volatile Compounds by HPLC,,E31780,2023-10-31,,Practical Quantitation Limit,.008,ug/L,,STORET
21FLWQSP_WQX,"FDEP, Water Quality Standards and Special Projects (Florida)",21FLWQSP_WQX-CHIPOLA REF-10/25/23,Sample-Routine,Water,Surface Water,2023-10-25,10:40:00,EST,2023-10-25,10:40:00,EST,.1,m,,,,,,SCIREF,FDEP WATER QUALITY STANDARDS PROGRAM,21FLWQSP_WQX-31020012,,,,,Direct Grab,21FLWQSP_WQX,Direct Grab,Water Bottle,,Calcium,Total,48,mg/L,,Final,,Actual,,,,,,,,,,,,,200.7,USEPA,Metals in Water by ICP-AES,https://www.nemi.gov/methods/method_summary/4690/,E31780,2023-10-31,,Practical Quantitation Limit,.3,mg/L,,STORET
21FLWQSP_WQX,"FDEP, Water Quality Standards and Special Projects (Florida)",21FLWQSP_WQX-CHIPOLA REF-10/25/23,Sample-Routine,Water,Surface Water,2023-10-25,10:40:00,EST,2023-10-25,10:40:00,EST,.1,m,,,,,,SCIREF,FDEP WATER QUALITY STANDARDS PROGRAM,21FLWQSP_WQX-31020012,,,,,Direct Grab,21FLWQSP_WQX,Direct Grab,Water Bottle,,Loratadine,Total,0.32,ng/L,,Final,,Actual,,,,,,**U**MS accuracy for some parameters not assessed due to high content of these parameters in the sample spiked.  Refer to the Lab Analysis Report for an explanation of QC Codes.,,,,,,,EPA 8270,21FLWQSP_WQX,EPA 8270,,E31780,2023-11-02,,Practical Quantitation Limit,1.6,ng/L,,STORET
21FLWQSP_WQX,"FDEP, Water Quality Standards and Special Projects (Florida)",21FLWQSP_WQX-CHIPOLA REF-10/25/23,Sample-Routine,Water,Surface Water,2023-10-25,10:40:00,EST,2023-10-25,10:40:00,EST,.1,m,,,,,,SCIREF,FDEP WATER QUALITY STANDARDS PROGRAM,21FLWQSP_WQX-31020012,,,,,Direct Grab,21FLWQSP_WQX,Direct Grab,Water Bottle,,Chlorpyrifos,Total,0.32,ng/L,,Final,,Actual,,,,,,**U**MS accuracy for some parameters not assessed due to high content of these parameters in the sample spiked.  Refer to the Lab Analysis Report for an explanation of QC Codes.,,,,,,,EPA 8270,21FLWQSP_WQX,EPA 8270,,E31780,2023-11-02,,Practical Quantitation Limit,1.6,ng/L,,STORET
21FLWQSP_WQX,"FDEP, Water Quality Standards and Special Projects (Florida)",21FLWQSP_WQX-CHIPOLA REF-10/25/23,Sample-Routine,Water,Surface Water,2023-10-25,10:40:00,EST,2023-10-25,10:40:00,EST,.1,m,,,,,,SCIREF,FDEP WATER QUALITY STANDARDS PROGRAM,21FLWQSP_WQX-31020012,,,,,Direct Grab,21FLWQSP_WQX,Direct Grab,Water Bottle,,Methyl parathion,Total,0.22,ng/L,,Final,,Actual,,,,,,**U**MS accuracy for some parameters not assessed due to high content of these parameters in the sample spiked.  Refer to the Lab Analysis Report for an explanation of QC Codes.,,,,,,,EPA 8270,21FLWQSP_WQX,EPA 8270,,E31780,2023-11-02,,Practical Quantitation Limit,1.1,ng/L,,STORET
21FLWQSP_WQX,"FDEP, Water Quality Standards and Special Projects (Florida)",21FLWQSP_WQX-CHIPOLA REF-10/25/23,Sample-Routine,Water,Surface Water,2023-10-25,10:40:00,EST,2023-10-25,10:40:00,EST,.1,m,,,,,,SCIREF,FDEP WATER QUALITY STANDARDS PROGRAM,21FLWQSP_WQX-31020012,,,,,Direct Grab,21FLWQSP_WQX,Direct Grab,Water Bottle,,Dinotefuran,Total,0.0063,ug/L,,Final,,Actual,,,,,,**I**,,,,,,,8321,USEPA,Non-Volatile Compounds by HPLC,,E31780,2023-10-31,,Practical Quantitation Limit,.008,ug/L,,STORET
21FLWQSP_WQX,"FDEP, Water Quality Standards and Special Projects (Florida)",21FLWQSP_WQX-CHIPOLA REF-10/25/23,Sample-Routine,Water,Surface Water,2023-10-25,10:40:00,EST,2023-10-25,10:40:00,EST,.1,m,,,,,,SCIREF,FDEP WATER QUALITY STANDARDS PROGRAM,21FLWQSP_WQX-31020012,,,,,Direct Grab,21FLWQSP_WQX,Direct Grab,Water Bottle,,Total dissolved solids,Total,135,mg/L,,Final,,Actual,,,,,,,,,,,,,2540-C,APHA,2540 C ~ Total Dissolved Solids in Water,https://www.nemi.gov/methods/method_summary/9818/,E31780,2023-10-27,,Practical Quantitation Limit,25,mg/L,,STORET
21FLWQSP_WQX,"FDEP, Water Quality Standards and Special Projects (Florida)",21FLWQSP_WQX-CHIPOLA REF-10/25/23,Sample-Routine,Water,Surface Water,2023-10-25,10:40:00,EST,2023-10-25,10:40:00,EST,.1,m,,,,,,SCIREF,FDEP WATER QUALITY STANDARDS PROGRAM,21FLWQSP_WQX-31020012,,,,,Direct Grab,21FLWQSP_WQX,Direct Grab,Water Bottle,,Orthophosphate,Dissolved,0.006,mg/L,,Final,,Actual,,,,,,**I**,,,,,,,365.1,USEPA,Phosphorus by Colorimetry,https://www.nemi.gov/methods/method_summary/4823/,E31780,2023-10-26,,Practical Quantitation Limit,.01,mg/L,,STORET
21FLWQSP_WQX,"FDEP, Water Quality Standards and Special Projects (Florida)",21FLWQSP_WQX-CHIPOLA REF-10/25/23-FP1,Field Msr/Obs,Water,Surface Water,2023-10-25,10:40:00,EST,2023-10-25,10:40:00,EST,.1,m,,,,,,SCIREF,FDEP WATER QUALITY STANDARDS PROGRAM,21FLWQSP_WQX-31020012,,,,,Field Test-Discrete,21FLWQSP_WQX,Field Testing- Discrete,Miscellaneous (Other),,"Temperature, water",,20.7,deg C,,Final,,Actual,,,,,,,,,,,,,FDEP FT1400,21FLWQSP_WQX,FDEP FT1400,,,,,,,,,STORET
21FLWQSP_WQX,"FDEP, Water Quality Standards and Special Projects (Florida)",21FLWQSP_WQX-CHIPOLA REF-10/25/23,Sample-Routine,Water,Surface Water,2023-10-25,10:40:00,EST,2023-10-25,10:40:00,EST,.1,m,,,,,,SCIREF,FDEP WATER QUALITY STANDARDS PROGRAM,21FLWQSP_WQX-31020012,,,,,Direct Grab,21FLWQSP_WQX,Direct Grab,Water Bottle,,Aluminum,Total,45,ug/L,,Final,,Actual,,,,,,,,,,,,,200.8,USEPA,200.8 ~ EPA; Metals in Waters by ICP/MS,https://www.nemi.gov/methods/method_summary/4665/,E31780,2023-11-01,,Practical Quantitation Limit,20,ug/L,,STORET
21FLWQSP_WQX,"FDEP, Water Quality Standards and Special Projects (Florida)",21FLWQSP_WQX-CHIPOLA REF-10/25/23,Sample-Routine,Water,Surface Water,2023-10-25,10:40:00,EST,2023-10-25,10:40:00,EST,.1,m,,,,,,SCIREF,FDEP WATER QUALITY STANDARDS PROGRAM,21FLWQSP_WQX-31020012,,,,,Direct Grab,21FLWQSP_WQX,Direct Grab,Water Bottle,,Sulfate,Total,1.9,mg/L,,Final,,Calculated,,,,,,**A**,,,,,,,300.0,USEPA,300.0 ~ EPA; Determination of Inorganic Anions by Ion Chromatography,https://www.nemi.gov/methods/method_summary/4680/,E31780,2023-11-06,,Practical Quantitation Limit,.5,mg/L,,STORET
21FLWQSP_WQX,"FDEP, Water Quality Standards and Special Projects (Florida)",21FLWQSP_WQX-CHIPOLA REF-10/25/23,Sample-Routine,Water,Surface Water,2023-10-25,10:40:00,EST,2023-10-25,10:40:00,EST,.1,m,,,,,,SCIREF,FDEP WATER QUALITY STANDARDS PROGRAM,21FLWQSP_WQX-31020012,,,,,Direct Grab,21FLWQSP_WQX,Direct Grab,Water Bottle,,Tin,Total,3,ug/L,,Final,,Actual,,,,,,**U**,,,,,,,200.7,USEPA,Metals in Water by ICP-AES,https://www.nemi.gov/methods/method_summary/4690/,E31780,2023-10-31,,Practical Quantitation Limit,12,ug/L,,STORET
21FLWQSP_WQX,"FDEP, Water Quality Standards and Special Projects (Florida)",21FLWQSP_WQX-CHIPOLA REF-10/25/23,Sample-Routine,Water,Surface Water,2023-10-25,10:40:00,EST,2023-10-25,10:40:00,EST,.1,m,,,,,,SCIREF,FDEP WATER QUALITY STANDARDS PROGRAM,21FLWQSP_WQX-31020012,,,,,Direct Grab,21FLWQSP_WQX,Direct Grab,Water Bottle,,Diuron,Total,0.002,ug/L,,Final,,Actual,,,,,,**U**,,,,,,,8321,USEPA,Non-Volatile Compounds by HPLC,,E31780,2023-10-31,,Practical Quantitation Limit,.008,ug/L,,STORET
21FLWQSP_WQX,"FDEP, Water Quality Standards and Special Projects (Florida)",21FLWQSP_WQX-CHIPOLA REF-10/25/23,Sample-Routine,Water,Surface Water,2023-10-25,10:40:00,EST,2023-10-25,10:40:00,EST,.1,m,,,,,,SCIREF,FDEP WATER QUALITY STANDARDS PROGRAM,21FLWQSP_WQX-31020012,,,,,Direct Grab,21FLWQSP_WQX,Direct Grab,Water Bottle,,Diazinon,Total,0.13,ng/L,,Final,,Actual,,,,,,**U**MS accuracy for some parameters not assessed due to high content of these parameters in the sample spiked.  Refer to the Lab Analysis Report for an explanation of QC Codes.,,,,,,,EPA 8270,21FLWQSP_WQX,EPA 8270,,E31780,2023-11-02,,Practical Quantitation Limit,.67,ng/L,,STORET
21FLWQSP_WQX,"FDEP, Water Quality Standards and Special Projects (Florida)",21FLWQSP_WQX-CHIPOLA REF-10/25/23,Sample-Routine,Water,Surface Water,2023-10-25,10:40:00,EST,2023-10-25,10:40:00,EST,.1,m,,,,,,SCIREF,FDEP WATER QUALITY STANDARDS PROGRAM,21FLWQSP_WQX-31020012,,,,,Direct Grab,21FLWQSP_WQX,Direct Grab,Water Bottle,,Dimethenamid,Total,0.11,ng/L,,Final,,Actual,,,,,,**U**MS accuracy for some parameters not assessed due to high content of these parameters in the sample spiked.  Refer to the Lab Analysis Report for an explanation of QC Codes.,,,,,,,EPA 8270,21FLWQSP_WQX,EPA 8270,,E31780,2023-11-02,,Practical Quantitation Limit,.54,ng/L,,STORET
21FLWQSP_WQX,"FDEP, Water Quality Standards and Special Projects (Florida)",21FLWQSP_WQX-CHIPOLA REF-10/25/23,Sample-Routine,Water,Surface Water,2023-10-25,10:40:00,EST,2023-10-25,10:40:00,EST,.1,m,,,,,,SCIREF,FDEP WATER QUALITY STANDARDS PROGRAM,21FLWQSP_WQX-31020012,,,,,Direct Grab,21FLWQSP_WQX,Direct Grab,Water Bottle,,Nitrate + Nitrite,Total,1.4,mg/L,,Final,,Actual,,,,,,,,,,,,,353.2,USEPA,Nitrate-Nitrite Nitrogen by Colorimetry,https://www.nemi.gov/methods/method_summary/4702/,E31780,2023-10-30,,Practical Quantitation Limit,.05,mg/L,,STORET
21FLWQSP_WQX,"FDEP, Water Quality Standards and Special Projects (Florida)",21FLWQSP_WQX-CHIPOLA REF-10/25/23,Sample-Routine,Water,Surface Water,2023-10-25,10:40:00,EST,2023-10-25,10:40:00,EST,.1,m,,,,,,SCIREF,FDEP WATER QUALITY STANDARDS PROGRAM,21FLWQSP_WQX-31020012,,,,,Direct Grab,21FLWQSP_WQX,Direct Grab,Water Bottle,,Dechlorane 602,Total,5.4,ng/L,,Final,,Actual,,,,,,**U**Refer to the Lab Analysis Report for an explanation of QC Codes.,,,,,,,EPA 8270,21FLWQSP_WQX,EPA 8270,,E31780,2023-11-01,,Practical Quantitation Limit,16,ng/L,,STORET
21FLWQSP_WQX,"FDEP, Water Quality Standards and Special Projects (Florida)",21FLWQSP_WQX-CHIPOLA REF-10/25/23,Sample-Routine,Water,Surface Water,2023-10-25,10:40:00,EST,2023-10-25,10:40:00,EST,.1,m,,,,,,SCIREF,FDEP WATER QUALITY STANDARDS PROGRAM,21FLWQSP_WQX-31020012,,,,,Direct Grab,21FLWQSP_WQX,Direct Grab,Water Bottle,,"2-(2H-Benzotriazol-2-yl)-4,6-di-tert-pentylphenol",Total,65,ng/L,,Final,,Actual,,,,,,**U**Refer to the Lab Analysis Report for an explanation of QC Codes.,,,,,,,EPA 8270,21FLWQSP_WQX,EPA 8270,,E31780,2023-11-01,,Practical Quantitation Limit,260,ng/L,,STORET
21FLWQSP_WQX,"FDEP, Water Quality Standards and Special Projects (Florida)",21FLWQSP_WQX-CHIPOLA REF-10/25/23,Sample-Routine,Water,Surface Water,2023-10-25,10:40:00,EST,2023-10-25,10:40:00,EST,.1,m,,,,,,SCIREF,FDEP WATER QUALITY STANDARDS PROGRAM,21FLWQSP_WQX-31020012,,,,,Direct Grab,21FLWQSP_WQX,Direct Grab,Water Bottle,,Dimethomorph,Total,0.32,ng/L,,Final,,Actual,,,,,,**U**MS accuracy for some parameters not assessed due to high content of these parameters in the sample spiked.  Refer to the Lab Analysis Report for an explanation of QC Codes.,,,,,,,EPA 8270,21FLWQSP_WQX,EPA 8270,,E31780,2023-11-02,,Practical Quantitation Limit,1.6,ng/L,,STORET
21FLWQSP_WQX,"FDEP, Water Quality Standards and Special Projects (Florida)",21FLWQSP_WQX-CHIPOLA REF-10/25/23,Sample-Routine,Water,Surface Water,2023-10-25,10:40:00,EST,2023-10-25,10:40:00,EST,.1,m,,,,,,SCIREF,FDEP WATER QUALITY STANDARDS PROGRAM,21FLWQSP_WQX-31020012,,,,,Direct Grab,21FLWQSP_WQX,Direct Grab,Water Bottle,,Barium,Total,11.1,ug/L,,Final,,Actual,,,,,,,,,,,,,200.8,USEPA,200.8 ~ EPA; Metals in Waters by ICP/MS,https://www.nemi.gov/methods/method_summary/4665/,E31780,2023-11-01,,Practical Quantitation Limit,.8,ug/L,,STORET
21FLWQSP_WQX,"FDEP, Water Quality Standards and Special Projects (Florida)",21FLWQSP_WQX-CHIPOLA REF-10/25/23,Sample-Routine,Water,Surface Water,2023-10-25,10:40:00,EST,2023-10-25,10:40:00,EST,.1,m,,,,,,SCIREF,FDEP WATER QUALITY STANDARDS PROGRAM,21FLWQSP_WQX-31020012,,,,,Direct Grab,21FLWQSP_WQX,Direct Grab,Water Bottle,,Strontium,Total,51.8,ug/L,,Final,,Actual,,,,,,,,,,,,,200.7,USEPA,Metals in Water by ICP-AES,https://www.nemi.gov/methods/method_summary/4690/,E31780,2023-10-31,,Practical Quantitation Limit,8,ug/L,,STORET
21FLWQSP_WQX,"FDEP, Water Quality Standards and Special Projects (Florida)",21FLWQSP_WQX-CHIPOLA REF-10/25/23,Sample-Routine,Water,Surface Water,2023-10-25,10:40:00,EST,2023-10-25,10:40:00,EST,.1,m,,,,,,SCIREF,FDEP WATER QUALITY STANDARDS PROGRAM,21FLWQSP_WQX-31020012,,,,,Direct Grab,21FLWQSP_WQX,Direct Grab,Water Bottle,,Atrazine,Total,1.2,ng/L,,Final,,Actual,,,,,,MS accuracy for some parameters not assessed due to high content of these parameters in the sample spiked.  Refer to the Lab Analysis Report for an explanation of QC Codes.,,,,,,,EPA 8270,21FLWQSP_WQX,EPA 8270,,E31780,2023-11-02,,Practical Quantitation Limit,1.1,ng/L,,STORET
21FLWQSP_WQX,"FDEP, Water Quality Standards and Special Projects (Florida)",21FLWQSP_WQX-CHIPOLA REF-10/25/23,Sample-Routine,Water,Surface Water,2023-10-25,10:40:00,EST,2023-10-25,10:40:00,EST,.1,m,,,,,,SCIREF,FDEP WATER QUALITY STANDARDS PROGRAM,21FLWQSP_WQX-31020012,,,,,Direct Grab,21FLWQSP_WQX,Direct Grab,Water Bottle,,Cobalt,Total,0.037,ug/L,,Final,,Actual,,,,,,**I**,,,,,,,200.8,USEPA,200.8 ~ EPA; Metals in Waters by ICP/MS,https://www.nemi.gov/methods/method_summary/4665/,E31780,2023-11-01,,Practical Quantitation Limit,.08,ug/L,,STORET
21FLWQSP_WQX,"FDEP, Water Quality Standards and Special Projects (Florida)",21FLWQSP_WQX-CHIPOLA REF-10/25/23,Sample-Routine,Water,Surface Water,2023-10-25,10:40:00,EST,2023-10-25,10:40:00,EST,.1,m,,,,,,SCIREF,FDEP WATER QUALITY STANDARDS PROGRAM,21FLWQSP_WQX-31020012,,,,,Direct Grab,21FLWQSP_WQX,Direct Grab,Water Bottle,,Propiconazole,Total,0.65,ng/L,,Final,,Actual,,,,,,**U**MS accuracy for some parameters not assessed due to high content of these parameters in the sample spiked.  Refer to the Lab Analysis Report for an explanation of QC Codes.,,,,,,,EPA 8270,21FLWQSP_WQX,EPA 8270,,E31780,2023-11-02,,Practical Quantitation Limit,3.2,ng/L,,STORET
21FLWQSP_WQX,"FDEP, Water Quality Standards and Special Projects (Florida)",21FLWQSP_WQX-CHIPOLA REF-10/25/23,Sample-Routine,Water,Surface Water,2023-10-25,10:40:00,EST,2023-10-25,10:40:00,EST,.1,m,,,,,,SCIREF,FDEP WATER QUALITY STANDARDS PROGRAM,21FLWQSP_WQX-31020012,,,,,Direct Grab,21FLWQSP_WQX,Direct Grab,Water Bottle,,Manganese,Total,16.3,ug/L,,Final,,Actual,,,,,,,,,,,,,200.8,USEPA,200.8 ~ EPA; Metals in Waters by ICP/MS,https://www.nemi.gov/methods/method_summary/4665/,E31780,2023-11-01,,Practical Quantitation Limit,.4,ug/L,,STORET
21FLWQSP_WQX,"FDEP, Water Quality Standards and Special Projects (Florida)",21FLWQSP_WQX-CHIPOLA REF-10/25/23,Sample-Routine,Water,Surface Water,2023-10-25,10:40:00,EST,2023-10-25,10:40:00,EST,.1,m,,,,,,SCIREF,FDEP WATER QUALITY STANDARDS PROGRAM,21FLWQSP_WQX-31020012,,,,,Direct Grab,21FLWQSP_WQX,Direct Grab,Water Bottle,,Bentazon,Total,0.0011,ug/L,,Final,,Actual,,,,,,**I**,,,,,,,8321,USEPA,Non-Volatile Compounds by HPLC,,E31780,2023-10-31,,Practical Quantitation Limit,.0032,ug/L,,STORET
21FLWQSP_WQX,"FDEP, Water Quality Standards and Special Projects (Florida)",21FLWQSP_WQX-CHIPOLA REF-10/25/23,Sample-Routine,Water,Surface Water,2023-10-25,10:40:00,EST,2023-10-25,10:40:00,EST,.1,m,,,,,,SCIREF,FDEP WATER QUALITY STANDARDS PROGRAM,21FLWQSP_WQX-31020012,,,,,Direct Grab,21FLWQSP_WQX,Direct Grab,Water Bottle,,Myclobutanil,Total,0.38,ng/L,,Final,,Actual,,,,,,**U**MS accuracy for some parameters not assessed due to high content of these parameters in the sample spiked.  Refer to the Lab Analysis Report for an explanation of QC Codes.,,,,,,,EPA 8270,21FLWQSP_WQX,EPA 8270,,E31780,2023-11-02,,Practical Quantitation Limit,1.9,ng/L,,STORET
21FLWQSP_WQX,"FDEP, Water Quality Standards and Special Projects (Florida)",21FLWQSP_WQX-CHIPOLA REF-10/25/23,Sample-Routine,Water,Surface Water,2023-10-25,10:40:00,EST,2023-10-25,10:40:00,EST,.1,m,,,,,,SCIREF,FDEP WATER QUALITY STANDARDS PROGRAM,21FLWQSP_WQX-31020012,,,,,Direct Grab,21FLWQSP_WQX,Direct Grab,Water Bottle,,Pentabromotoluene,Total,3.2,ng/L,,Final,,Actual,,,,,,**U**Refer to the Lab Analysis Report for an explanation of QC Codes.,,,,,,,EPA 8270,21FLWQSP_WQX,EPA 8270,,E31780,2023-11-01,,Practical Quantitation Limit,9.7,ng/L,,STORET
21FLWQSP_WQX,"FDEP, Water Quality Standards and Special Projects (Florida)",21FLWQSP_WQX-CHIPOLA REF-10/25/23,Sample-Routine,Water,Surface Water,2023-10-25,10:40:00,EST,2023-10-25,10:40:00,EST,.1,m,,,,,,SCIREF,FDEP WATER QUALITY STANDARDS PROGRAM,21FLWQSP_WQX-31020012,,,,,Direct Grab,21FLWQSP_WQX,Direct Grab,Water Bottle,,Propargite,Total,0.86,ng/L,,Final,,Actual,,,,,,**U**MS accuracy for some parameters not assessed due to high content of these parameters in the sample spiked.  Refer to the Lab Analysis Report for an explanation of QC Codes.,,,,,,,EPA 8270,21FLWQSP_WQX,EPA 8270,,E31780,2023-11-02,,Practical Quantitation Limit,4.3,ng/L,,STORET
21FLWQSP_WQX,"FDEP, Water Quality Standards and Special Projects (Florida)",21FLWQSP_WQX-CHIPOLA REF-10/25/23,Sample-Routine,Water,Surface Water,2023-10-25,10:40:00,EST,2023-10-25,10:40:00,EST,.1,m,,,,,,SCIREF,FDEP WATER QUALITY STANDARDS PROGRAM,21FLWQSP_WQX-31020012,,,,,Direct Grab,21FLWQSP_WQX,Direct Grab,Water Bottle,,Escherichia coli,Total,23.3,MPN/100mL,,Final,,Actual,,,,,,Precision data is unavailable for E. coli due to the small amount of analyte in the QC sample for the batch.,,,,,,,9223-B,APHA,9223 B ~ Enzyme substrate assay for measuring total coliforms and E. coli (ONPG-MUG test or CPRG-MUG test),https://www.nemi.gov/methods/method_summary/5583/,E31780,2023-10-26,,Practical Quantitation Limit,1,MPN/100mL,,STORET
21FLWQSP_WQX,"FDEP, Water Quality Standards and Special Projects (Florida)",21FLWQSP_WQX-CHIPOLA REF-10/25/23,Sample-Routine,Water,Surface Water,2023-10-25,10:40:00,EST,2023-10-25,10:40:00,EST,.1,m,,,,,,SCIREF,FDEP WATER QUALITY STANDARDS PROGRAM,21FLWQSP_WQX-31020012,,,,,Direct Grab,21FLWQSP_WQX,Direct Grab,Water Bottle,,Fluoride,Total,0.068,mg/L,,Final,,Actual,,,,,,**I**,,,,,,,4500-F-C,APHA,4500 F C ~ Fluoride in Water Using an ISE,https://www.nemi.gov/methods/method_summary/5709/,E31780,2023-10-30,,Practical Quantitation Limit,.1,mg/L,,STORET
21FLWQSP_WQX,"FDEP, Water Quality Standards and Special Projects (Florida)",21FLWQSP_WQX-CHIPOLA REF-10/25/23,Sample-Routine,Water,Surface Water,2023-10-25,10:40:00,EST,2023-10-25,10:40:00,EST,.1,m,,,,,,SCIREF,FDEP WATER QUALITY STANDARDS PROGRAM,21FLWQSP_WQX-31020012,,,,,Direct Grab,21FLWQSP_WQX,Direct Grab,Water Bottle,,Azoxystrobin,Total,0.43,ng/L,,Final,,Actual,,,,,,**U**MS accuracy for some parameters not assessed due to high content of these parameters in the sample spiked.  Refer to the Lab Analysis Report for an explanation of QC Codes.,,,,,,,EPA 8270,21FLWQSP_WQX,EPA 8270,,E31780,2023-11-02,,Practical Quantitation Limit,2.2,ng/L,,STORET
21FLWQSP_WQX,"FDEP, Water Quality Standards and Special Projects (Florida)",21FLWQSP_WQX-CHIPOLA REF-10/25/23,Sample-Routine,Water,Surface Water,2023-10-25,10:40:00,EST,2023-10-25,10:40:00,EST,.1,m,,,,,,SCIREF,FDEP WATER QUALITY STANDARDS PROGRAM,21FLWQSP_WQX-31020012,,,,,Direct Grab,21FLWQSP_WQX,Direct Grab,Water Bottle,,Avobenzone,Total,110,ng/L,,Final,,Actual,,,,,,**U**Refer to the Lab Analysis Report for an explanation of QC Codes.,,,,,,,EPA 8270,21FLWQSP_WQX,EPA 8270,,E31780,2023-11-01,,Practical Quantitation Limit,320,ng/L,,STORET
