OrganizationIdentifier,OrganizationFormalName,ActivityIdentifier,ActivityTypeCode,ActivityMediaName,ActivityMediaSubdivisionName,ActivityStartDate,ActivityStartTime/Time,ActivityStartTime/TimeZoneCode,ActivityEndDate,ActivityEndTime/Time,ActivityEndTime/TimeZoneCode,ActivityDepthHeightMeasure/MeasureValue,ActivityDepthHeightMeasure/MeasureUnitCode,ActivityDepthAltitudeReferencePointText,ActivityTopDepthHeightMeasure/MeasureValue,ActivityTopDepthHeightMeasure/MeasureUnitCode,ActivityBottomDepthHeightMeasure/MeasureValue,ActivityBottomDepthHeightMeasure/MeasureUnitCode,ProjectIdentifier,ActivityConductingOrganizationText,MonitoringLocationIdentifier,ActivityCommentText,SampleAquifer,HydrologicCondition,HydrologicEvent,SampleCollectionMethod/MethodIdentifier,SampleCollectionMethod/MethodIdentifierContext,SampleCollectionMethod/MethodName,SampleCollectionEquipmentName,ResultDetectionConditionText,CharacteristicName,ResultSampleFractionText,ResultMeasureValue,ResultMeasure/MeasureUnitCode,MeasureQualifierCode,ResultStatusIdentifier,StatisticalBaseCode,ResultValueTypeName,ResultWeightBasisText,ResultTimeBasisText,ResultTemperatureBasisText,ResultParticleSizeBasisText,PrecisionValue,ResultCommentText,USGSPCode,ResultDepthHeightMeasure/MeasureValue,ResultDepthHeightMeasure/MeasureUnitCode,ResultDepthAltitudeReferencePointText,SubjectTaxonomicName,SampleTissueAnatomyName,ResultAnalyticalMethod/MethodIdentifier,ResultAnalyticalMethod/MethodIdentifierContext,ResultAnalyticalMethod/MethodName,MethodDescriptionText,LaboratoryName,AnalysisStartDate,ResultLaboratoryCommentText,DetectionQuantitationLimitTypeName,DetectionQuantitationLimitMeasure/MeasureValue,DetectionQuantitationLimitMeasure/MeasureUnitCode,PreparationStartDate,ProviderName
21FLGW_WQX,FL Dept. of Environmental Protection,21FLGW_WQX-Z1UA2110-8F,Field Msr/Obs,Water,Groundwater,2021-11-29,12:30:00,EST,2021-11-29,12:30:00,EST,,,,,,,,STATUS - GROUND WATER,NORTHWEST FLORIDA WATER MANAGEMENT DISTRICT,21FLGW_WQX-59760,,,,,Field Test-Discrete,21FLGW_WQX,Field Testing- Discrete,Miscellaneous (Other),,Specific conductance,,208,uS/cm,,Final,,Actual,,,,,,,,,,,,,FDEP FT1200,21FLGW_WQX,FDEP FT1200,,,,,,,,,STORET
21FLGW_WQX,FL Dept. of Environmental Protection,21FLGW_WQX-Z1UA2110-8S,Sample-Routine,Water,Groundwater,2021-11-29,12:30:00,EST,2021-11-29,12:30:00,EST,,,,,,,,STATUS - GROUND WATER,NORTHWEST FLORIDA WATER MANAGEMENT DISTRICT,21FLGW_WQX-59760,,,,,Direct Grab,21FLGW_WQX,Direct Grab,Water Bottle,,Magnesium,Total,12.2,mg/L,,Final,,Actual,,,,,,,,,,,,,200.7,USEPA,Metals in Water by ICP-AES,https://www.nemi.gov/methods/method_summary/4690/,E31780,2021-12-06,,Practical Quantitation Limit,.16,mg/L,,STORET
21FLGW_WQX,FL Dept. of Environmental Protection,21FLGW_WQX-Z1UA2110-8S,Sample-Routine,Water,Groundwater,2021-11-29,12:30:00,EST,2021-11-29,12:30:00,EST,,,,,,,,STATUS - GROUND WATER,NORTHWEST FLORIDA WATER MANAGEMENT DISTRICT,21FLGW_WQX-59760,,,,,Direct Grab,21FLGW_WQX,Direct Grab,Water Bottle,,Organic carbon,Total,0.55,mg/L,,Final,,Actual,,,,,,**I**,,,,,,,5310-B,APHA,5310 B ~ Total Organic Carbon by Combustion-Infrared Method,https://www.nemi.gov/methods/method_summary/5717/,E31780,2021-12-07,,Practical Quantitation Limit,1,mg/L,,STORET
21FLGW_WQX,FL Dept. of Environmental Protection,21FLGW_WQX-Z1UA2110-8S,Sample-Routine,Water,Groundwater,2021-11-29,12:30:00,EST,2021-11-29,12:30:00,EST,,,,,,,,STATUS - GROUND WATER,NORTHWEST FLORIDA WATER MANAGEMENT DISTRICT,21FLGW_WQX-59760,,,,,Direct Grab,21FLGW_WQX,Direct Grab,Water Bottle,,Manganese,Total,2.2,ug/L,,Final,,Actual,,,,,,**I**,,,,,,,200.7,USEPA,Metals in Water by ICP-AES,https://www.nemi.gov/methods/method_summary/4690/,E31780,2021-12-06,,Practical Quantitation Limit,4,ug/L,,STORET
21FLGW_WQX,FL Dept. of Environmental Protection,21FLGW_WQX-Z1UA2110-8S,Sample-Routine,Water,Groundwater,2021-11-29,12:30:00,EST,2021-11-29,12:30:00,EST,,,,,,,,STATUS - GROUND WATER,NORTHWEST FLORIDA WATER MANAGEMENT DISTRICT,21FLGW_WQX-59760,,,,,Direct Grab,21FLGW_WQX,Direct Grab,Water Bottle,,Turbidity,,3.2,NTU,,Final,,Actual,,,,,,,,,,,,,180.1,USEPA,Turbidity by Nephelometry,https://www.nemi.gov/methods/method_summary/5217/,E31780,2021-11-30,,Practical Quantitation Limit,.13,NTU,,STORET
21FLGW_WQX,FL Dept. of Environmental Protection,21FLGW_WQX-Z1UA2110-8S,Sample-Routine,Water,Groundwater,2021-11-29,12:30:00,EST,2021-11-29,12:30:00,EST,,,,,,,,STATUS - GROUND WATER,NORTHWEST FLORIDA WATER MANAGEMENT DISTRICT,21FLGW_WQX-59760,,,,,Direct Grab,21FLGW_WQX,Direct Grab,Water Bottle,,True color,,2.5,PCU,,Final,,Actual,,,,,,**U**,,,,,,,2120-B,APHA,2120 B ~ Color in Water by Visual Comparison,https://www.nemi.gov/methods/method_summary/9730/,E31780,2021-11-30,,Practical Quantitation Limit,6,PCU,,STORET
21FLGW_WQX,FL Dept. of Environmental Protection,21FLGW_WQX-Z1UA2110-8S,Sample-Routine,Water,Groundwater,2021-11-29,12:30:00,EST,2021-11-29,12:30:00,EST,,,,,,,,STATUS - GROUND WATER,NORTHWEST FLORIDA WATER MANAGEMENT DISTRICT,21FLGW_WQX-59760,,,,,Direct Grab,21FLGW_WQX,Direct Grab,Water Bottle,,Copper,Total,0.40,ug/L,,Final,,Actual,,,,,,**U**,,,,,,,200.8,USEPA,200.8 ~ EPA; Metals in Waters by ICP/MS,https://www.nemi.gov/methods/method_summary/4665/,E31780,2021-12-04,,Practical Quantitation Limit,.8,ug/L,,STORET
21FLGW_WQX,FL Dept. of Environmental Protection,21FLGW_WQX-Z1UA2110-8S,Sample-Routine,Water,Groundwater,2021-11-29,12:30:00,EST,2021-11-29,12:30:00,EST,,,,,,,,STATUS - GROUND WATER,NORTHWEST FLORIDA WATER MANAGEMENT DISTRICT,21FLGW_WQX-59760,,,,,Direct Grab,21FLGW_WQX,Direct Grab,Water Bottle,,"Alkalinity, total",Total,91,mg/L,,Final,,Actual,,,,,,,,,,,,,2320-B,APHA,2320 B ~ Alkalinity by Gran Titration,https://www.nemi.gov/methods/method_summary/9694/,E31780,2021-12-03,,Practical Quantitation Limit,2.5,mg/L,,STORET
21FLGW_WQX,FL Dept. of Environmental Protection,21FLGW_WQX-Z1UA2110-8S,Sample-Routine,Water,Groundwater,2021-11-29,12:30:00,EST,2021-11-29,12:30:00,EST,,,,,,,,STATUS - GROUND WATER,NORTHWEST FLORIDA WATER MANAGEMENT DISTRICT,21FLGW_WQX-59760,,,,,Direct Grab,21FLGW_WQX,Direct Grab,Water Bottle,,Nickel,Total,0.50,ug/L,,Final,,Actual,,,,,,**U**,,,,,,,200.8,USEPA,200.8 ~ EPA; Metals in Waters by ICP/MS,https://www.nemi.gov/methods/method_summary/4665/,E31780,2021-12-04,,Practical Quantitation Limit,2,ug/L,,STORET
21FLGW_WQX,FL Dept. of Environmental Protection,21FLGW_WQX-Z1UA2110-8S,Sample-Routine,Water,Groundwater,2021-11-29,12:30:00,EST,2021-11-29,12:30:00,EST,,,,,,,,STATUS - GROUND WATER,NORTHWEST FLORIDA WATER MANAGEMENT DISTRICT,21FLGW_WQX-59760,,,,,Direct Grab,21FLGW_WQX,Direct Grab,Water Bottle,,Aluminum,Total,7.5,ug/L,,Final,,Actual,,,,,,**I**,,,,,,,200.8,USEPA,200.8 ~ EPA; Metals in Waters by ICP/MS,https://www.nemi.gov/methods/method_summary/4665/,E31780,2021-12-06,,Practical Quantitation Limit,20,ug/L,,STORET
21FLGW_WQX,FL Dept. of Environmental Protection,21FLGW_WQX-Z1UA2110-8F,Field Msr/Obs,Water,Groundwater,2021-11-29,12:30:00,EST,2021-11-29,12:30:00,EST,,,,,,,,STATUS - GROUND WATER,NORTHWEST FLORIDA WATER MANAGEMENT DISTRICT,21FLGW_WQX-59760,,,,,Field Test-Discrete,21FLGW_WQX,Field Testing- Discrete,Miscellaneous (Other),,pH,,7.84,None,,Final,,Actual,,,,,,,,,,,,,FDEP FT1100,21FLGW_WQX,FDEP FT1100,,,,,,,,,STORET
